log_id,text,cluster
254,"File ""/usr/lib64/python3.12/urllib/parse.py"", line 395, in urlparse",3
254,"File ""/usr/lib64/python3.12/urllib/parse.py"", line 516, in urlsplit",3
254,_check_bracketed_netloc(netloc),3
254,"File ""/usr/lib64/python3.12/urllib/parse.py"", line 451, in _check_bracketed_netloc",3
254,"raise ValueError(""Invalid IPv6 URL"")",3
254,ValueError: Invalid IPv6 URL,3
254,=========================== short test summary info ============================,1
254,SKIPPED [1] tests/test__sourcecode.py:19: flake8 module is missing,3
254,SKIPPED [1] tests/test__sourcecode.py:42: mypy module is missing,3
254,"====== 1 failed, 304 passed, 5 skipped, 3 deselected in 65.96s (0:01:05) =======",3
254,error: Bad exit status from /usr/src/tmp/rpm-tmp.59208 (%check),3
254,File /usr/src/RPM/SOURCES/python3-module-asyncpg-0.30.0-alt.patch is smaller than 8 bytes,3
254,Bad exit status from /usr/src/tmp/rpm-tmp.59208 (%check),3
254,Command exited with non-zero status 1,3
254,hsh-rebuild: rebuild of `python3-module-asyncpg-0.30.0-alt1.src.rpm' failed.,3
254,Command exited with non-zero status 1,3
255,<86>May 16 03:57:11 groupadd[2910328]: group added to /etc/gshadow: name=rooter,3
255,Building for target x86_64,3
255,Building for target x86_64,3
255,+ umask 022,3
255,+ /usr/bin/python3 -m pyproject_installer deps --depsconfig /usr/src/RPM/SOURCES/pyproject_deps.json show pep518,3
255,"INFO     : pyproject.toml was not found, using defaults",3
255,+ /usr/bin/python3 -m pyproject_installer deps --depsconfig /usr/src/RPM/SOURCES/pyproject_deps.json show pep517,3
255,"INFO     : pyproject.toml was not found, using defaults",3
255,"INFO     : pyproject.toml was not found, using defaults",3
255,+ exit 0,3
255,+ umask 022,3
255,"INFO     : pyproject_installer.lib.build_backend : pyproject.toml was not found, using defaults",3
255,making output directory... done,3
255,ERROR: Invalid value `None` in intersphinx_mapping['https://docs.python.org/']. Expected a two-element tuple or list.,3
255,Configuration error!,3
255,Versions,3
255,========,0
255,Last Messages,3
255,=============,5
255,None.,3
255,Loaded Extensions,3
255,=================,4
255,None.,3
255,Traceback,3
255,=========,0
255,raise ConfigError(msg),3
255,sphinx.errors.ConfigError: Invalid `intersphinx_mapping` configuration (1 error).,3
255,The full traceback has been saved in:,3
255,make: *** [Makefile:141: man] Error 2,3
255,error: Bad exit status from /usr/src/tmp/rpm-tmp.81501 (%build),3
255,Bad exit status from /usr/src/tmp/rpm-tmp.81501 (%build),3
255,Command exited with non-zero status 1,3
255,hsh-rebuild: rebuild of `python3-module-brotlicffi-1.1.0.0-alt1.src.rpm' failed.,3
255,Command exited with non-zero status 1,3
256,<86>May 16 04:19:29 groupadd[2482676]: group added to /etc/gshadow: name=rooter,3
256,Building for target x86_64,3
256,Building for target x86_64,3
256,+ umask 022,3
256,+ /usr/bin/patch -p1,3
256,patching file .gear/tags/67cfd5307678ca7cf2559724a6380c3b0e9e28ed,3
256,patching file tox.ini,3
256,+ exit 0,3
256,+ umask 022,3
256,!!,3
256,********************************************************************************,3
256,********************************************************************************,3
256,!!,3
256,ERROR setuptools_scm._file_finders.git listing git files failed - pretending there aren't any,3
256,+ exit 0,3
256,+ umask 022,3
256,Checking contents of files in /usr/src/tmp/python3-module-cheroot-buildroot/ (default),3
256,"Splitting links to aliased files under /{,s}bin in /usr/src/tmp/python3-module-cheroot-buildroot",3
256,+ umask 022,3
256,+ export NO_INTERNET=YES,3
256,+ NO_INTERNET=YES,3
256,============================= test session starts ==============================,1
256,created: 8/8 workers,3
256,8 workers [156 items],3
256,scheduling tests via LoadScheduling,3
256,cheroot/test/test_conn.py::test_HTTP11_Timeout[True],3
256,cheroot/test/test_conn.py::test_broken_connection_during_http_communication_fallback,3
256,[gw2] [ 27%] PASSED cheroot/test/test_conn.py::test_broken_connection_during_http_communication_fallback,3
256,[gw1] [ 32%] PASSED cheroot/test/test_conn.py::test_HTTP11_Timeout[True],3
256,cheroot/test/test_conn.py::test_HTTP11_Timeout[False],3
256,[gw1] [ 47%] PASSED cheroot/test/test_conn.py::test_HTTP11_Timeout[False],3
256,cheroot/test/test_conn.py::test_HTTP11_Timeout_after_request,3
256,[gw1] [ 98%] PASSED cheroot/test/test_conn.py::test_HTTP11_Timeout_after_request,3
256,==================================== ERRORS ====================================,1
256,_______________ ERROR at setup of test_https_over_http_error[::] _______________,3
256,when = 'setup',3
256,@classmethod,3
256,def from_call(,3
256,The function to call. Called without arguments.,3
256,Exception or exceptions that shall propagate if raised by the,3
256,"function, instead of being wrapped in the CallInfo.",3
256,"""""""",3
256,excinfo = None,3
256,excinfo    = <ExceptionInfo AssertionError('previous item was not torn down properly') tblen=19>,3
256,precise_start = 1684455.65738425,3
256,precise_stop = 1684455.658092114,3
256,result     = None,3
256,start      = 1747369205.2005513,3
256,stop       = 1747369205.2012603,3
256,when       = 'setup',3
256,_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _,3
256,item       = <Function test_https_over_http_error[::]>,3
256,kwds       = {},3
256,firstresult = False,3
256,firstresult = False,3
256,self       = <_pytest.config.PytestPluginManager object at 0x7f8ad242dd00>,3
256,yield from unraisable_exception_runtest_hook(),3
256,yield,3
256,empty      = {'setup': []},3
256,item       = <Function test_https_over_http_error[::]>,3
256,self       = <_pytest.logging.LoggingPlugin object at 0x7f8ad02048c0>,3
256,yield,3
256,caplog_handler = <LogCaptureHandler (NOTSET)>,3
256,item       = <Function test_https_over_http_error[::]>,3
256,report_handler = <LogCaptureHandler (NOTSET)>,3
256,self       = <_pytest.logging.LoggingPlugin object at 0x7f8ad02048c0>,3
256,when       = 'setup',3
256,item       = <Function test_https_over_http_error[::]>,3
256,yield from thread_exception_runtest_hook(),3
256,yield,3
256,item       = <Function test_https_over_http_error[::]>,3
256,_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _,3
256,self = <_pytest.runner.SetupState object at 0x7f8ad0472780>,3
256,item = <Function test_https_over_http_error[::]>,3
256,needed_collectors = item.listchain(),3
256,# The setup is not retried for each item - the same exception is used.,3
256,">           assert col in needed_collectors, ""previous item was not torn down properly""",3
256,E           AssertionError: previous item was not torn down properly,3
256,exc        = None,3
256,finalizers = [<bound method Node.teardown of <Module test_server.py>>],3
256,item       = <Function test_https_over_http_error[::]>,3
256,self       = <_pytest.runner.SetupState object at 0x7f8ad0472780>,3
256,================================ tests coverage ================================,1
256,Name                             Stmts   Miss  Cover   Missing,3
256,cheroot/_compat.py                  37      3    92%   13-15,3
256,cheroot/errors.py                   20      2    90%   55-56,3
256,cheroot/test/test_makefile.py       30      4    87%   24-27,3
256,"cheroot/test/test_server.py        231      7    97%   53, 237, 264, 306, 433, 456-457",3
256,"cheroot/workers/threadpool.py      176     40    77%   26, 29, 163, 218-222, 305-310, 320, 336-352, 363-364, 392-395, 400-411, 426",6
256,TOTAL                             4182    795    81%,3
256,8 files skipped due to complete coverage.,3
256,============================= slowest 10 durations =============================,1
256,4.01s call     cheroot/test/test_conn.py::test_HTTP11_Timeout_after_request,3
256,2.00s call     cheroot/test/test_conn.py::test_HTTP11_Timeout[True],3
256,2.00s call     cheroot/test/test_conn.py::test_HTTP11_Timeout[False],3
256,0.62s call     cheroot/test/test_conn.py::test_broken_connection_during_http_communication_fallback,3
256,=========================== short test summary info ============================,1
256,"=================== 152 passed, 3 xfailed, 1 error in 23.67s ===================",1
256,error: Bad exit status from /usr/src/tmp/rpm-tmp.11513 (%check),3
256,Bad exit status from /usr/src/tmp/rpm-tmp.11513 (%check),3
256,Command exited with non-zero status 1,3
256,hsh-rebuild: rebuild of `python3-module-cheroot-10.0.1-alt3.src.rpm' failed.,3
256,Command exited with non-zero status 1,3
257,Building for target x86_64,3
257,Building for target x86_64,3
257,+ umask 022,3
257,+ find . -name conf.py,3
257,+ exit 0,3
257,+ umask 022,3
257,"INFO     : pyproject_installer.lib.build_backend : pyproject.toml was not found, using defaults",3
257,!!,3
257,********************************************************************************,3
257,or your builds will no longer be supported.,3
257,********************************************************************************,3
257,!!,3
257,!!,3
257,********************************************************************************,3
257,********************************************************************************,3
257,!!,3
257,!!,3
257,********************************************************************************,3
257,or your builds will no longer be supported.,3
257,********************************************************************************,3
257,!!,3
257,!!,3
257,********************************************************************************,3
257,or your builds will no longer be supported.,3
257,********************************************************************************,3
257,!!,3
257,making output directory... done,3
257,[openstackdocstheme] overriding configured project name (Project name not set) with name extracted from the package (python-cinderclient); you can disable this behavior with the 'openstackdocs_auto_name' option,3
257,[openstackdocstheme] no ./.gitreview found,3
257,looking for now-outdated files... none found,3
257,pickling environment... done,3
257,preparing documents... done,3
257,copying static files: done,3
257,copying extra files: done,3
257,copying assets: done,3
257,"[openstackdocstheme] Could not get modification time of doc/source/cli/details.rst: Command '['git', 'log', '-n1', '--format=%ad', '--date=format:%Y-%m-%d %H:%M:%S', '--', 'doc/source/cli/details.rst']' returned non-zero exit status 128.",3
257,[openstackdocstheme] could not determine last_updated for 'cli/details',3
257,"[openstackdocstheme] Could not get modification time of doc/source/cli/index.rst: Command '['git', 'log', '-n1', '--format=%ad', '--date=format:%Y-%m-%d %H:%M:%S', '--', 'doc/source/cli/index.rst']' returned non-zero exit status 128.",3
257,[openstackdocstheme] could not determine last_updated for 'cli/index',3
257,"[openstackdocstheme] Could not get modification time of doc/source/contributor/contributing.rst: Command '['git', 'log', '-n1', '--format=%ad', '--date=format:%Y-%m-%d %H:%M:%S', '--', 'doc/source/contributor/contributing.rst']' returned non-zero exit status 128.",3
257,[openstackdocstheme] could not determine last_updated for 'contributor/contributing',3
257,[openstackdocstheme] could not determine last_updated for 'contributor/functional_tests',3
257,[openstackdocstheme] could not determine last_updated for 'contributor/unit_tests',3
257,[openstackdocstheme] could not determine last_updated for 'index',3
257,[openstackdocstheme] Could not get modification time of doc/source/user,3
257,"o_auth.rst: Command '['git', 'log', '-n1', '--format=%ad', '--date=format:%Y-%m-%d %H:%M:%S', '--', 'doc/source/user",3
257,o_auth.rst']' returned non-zero exit status 128.,3
257,[openstackdocstheme] could not determine last_updated for 'user,3
257,o_auth',3
257,"[openstackdocstheme] Could not get modification time of doc/source/user/shell.rst: Command '['git', 'log', '-n1', '--format=%ad', '--date=format:%Y-%m-%d %H:%M:%S', '--', 'doc/source/user/shell.rst']' returned non-zero exit status 128.",3
257,[openstackdocstheme] could not determine last_updated for 'user/shell',3
257,generating indices... genindex done,3
257,writing additional pages... search done,3
257,dumping search index in English (code: en)... done,3
257,dumping object inventory... done,3
257,making output directory... done,3
257,[openstackdocstheme] overriding configured project name (Project name not set) with name extracted from the package (python-cinderclient); you can disable this behavior with the 'openstackdocs_auto_name' option,3
257,[openstackdocstheme] no ./.gitreview found,3
257,looking for now-outdated files... none found,3
257,pickling environment... done,3
257,preparing documents... done,3
257,copying assets: done,3
257,} done,3
257,build succeeded.,3
257,The manual pages are in man.,3
257,+ exit 0,3
257,+ umask 022,3
257,Checking contents of files in /usr/src/tmp/python3-module-cinderclient-buildroot/ (default),3
257,"Splitting links to aliased files under /{,s}bin in /usr/src/tmp/python3-module-cinderclient-buildroot",3
257,+ umask 022,3
257,+ /usr/bin/python3 -m stestr run,3
257,{1} cinderclient.tests.unit.test_client.ClientTest.test_sessionclient_request_method_raises_badrequest [0.018512s] ... FAILED,3
257,Captured traceback:,3
257,Traceback (most recent call last):,3
257,"File ""/usr/lib64/python3.12/unittest/mock.py"", line 1396, in patched",3
257,"File ""/usr/lib/python3/site-packages/testtools/testcase.py"", line 495, in assertRaises",3
257,"File ""/usr/lib/python3/site-packages/testtools/testcase.py"", line 507, in assertThat",3
257,"mismatch_error = self._matchHelper(matchee, matcher, message, verbose)",3
257,mismatch = matcher.match(matchee),3
257,"File ""/usr/lib/python3/site-packages/testtools/matchers/_exception.py"", line 108, in match",3
257,mismatch = self.exception_matcher.match(exc_info),3
257,"File ""/usr/lib/python3/site-packages/testtools/matchers/_higherorder.py"", line 61, in match",3
257,mismatch = matcher.match(matchee),3
257,"File ""/usr/lib/python3/site-packages/testtools/testcase.py"", line 484, in match",3
257,reraise(*matchee),3
257,"File ""/usr/lib/python3/site-packages/testtools/matchers/_exception.py"", line 101, in match",3
257,result = matchee(),3
257,^^^^^^^^^,3
257,"File ""/usr/lib/python3/site-packages/testtools/testcase.py"", line 1110, in __call__",3
257,"File ""/usr/src/RPM/BUILD/cinderclient-9.6.0/cinderclient/client.py"", line 196, in request",3
257,Exception ignored in: <function Session.__del__ at 0x7fdacf3e9440>,3
257,Traceback (most recent call last):,3
257,"File ""/usr/lib/python3/site-packages/keystoneauth1/session.py"", line 429, in __del__",3
257,{6} cinderclient.tests.unit.test_shell.ShellTest.test_password_prompted [0.068268s] ... FAILED,3
257,Captured traceback:,3
257,Traceback (most recent call last):,3
257,"File ""/usr/lib64/python3.12/unittest/mock.py"", line 1396, in patched",3
257,"File ""/usr/src/RPM/BUILD/cinderclient-9.6.0/cinderclient/tests/unit/test_shell.py"", line 245, in test_password_prompted",3
257,"File ""/usr/lib/python3/site-packages/testtools/testcase.py"", line 495, in assertRaises",3
257,"File ""/usr/lib/python3/site-packages/testtools/testcase.py"", line 507, in assertThat",3
257,"mismatch_error = self._matchHelper(matchee, matcher, message, verbose)",3
257,mismatch = matcher.match(matchee),3
257,"File ""/usr/lib/python3/site-packages/testtools/matchers/_exception.py"", line 108, in match",3
257,mismatch = self.exception_matcher.match(exc_info),3
